hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude
City Hotel,1,290,2022,January,5,48,16,4,1,2,2,1,FB,ESP,Groups,Direct,0,1,0,C,E,1,No Deposit,20,,5,Transient,171.99762551206328,0,0,Canceled,2023-08-09,31.270255051843183,121.51225700324396
City Hotel,0,137,2022,November,1,38,24,2,6,4,2,0,HB,ITA,Groups,Corporate,0,1,2,B,E,2,No Deposit,16,,22,Transient,111.40307444487865,1,1,Check-Out,2022-12-27,31.235103571741618,121.4673425163045
City Hotel,0,145,2022,October,9,28,30,1,14,2,3,1,SC,ESP,Corporate,Direct,0,2,2,D,D,2,No Deposit,16,,5,Transient,403.7617870408892,0,0,Check-Out,2022-01-11,31.134339115403275,121.47966037752899
Resort Hotel,0,196,2022,December,9,51,14,0,14,2,0,1,FB,FRA,Direct,Corporate,0,0,0,F,G,2,No Deposit,6,,8,Transient,295.3995120688802,0,1,Check-Out,2023-05-04,31.209653595510044,121.54596150613686
City Hotel,0,320,2023,July,9,28,1,2,9,1,0,1,HB,ESP,Corporate,TA/TO,0,0,3,F,C,0,No Deposit,17,,13,Transient,337.4173540294735,1,3,Check-Out,2023-09-14,31.23901476276952,121.55543711961167
City Hotel,0,202,2023,June,8,47,20,3,6,3,3,0,FB,CHN,Direct,TA/TO,0,2,2,F,B,2,No Deposit,9,,18,Transient,235.69196378667849,2,2,Check-Out,2023-06-02,31.122475553830917,121.51762064748996
Resort Hotel,1,192,2022,December,3,18,25,2,7,4,0,0,SC,GBR,Offline TA,Corporate,0,1,0,C,G,0,No Deposit,1,,14,Transient,355.80129535224046,0,4,Canceled,2022-11-26,31.158541741988284,121.4535984783845
Resort Hotel,1,8,2023,June,5,44,20,2,3,3,2,1,BB,USA,Offline TA,Corporate,0,0,2,C,E,3,No Deposit,3,8,19,Transient-Party,332.6230202936344,1,1,Canceled,2023-10-31,31.12091196780956,121.48456488080824
Resort Hotel,0,66,2023,December,8,31,13,4,5,2,3,1,HB,USA,Corporate,TA/TO,0,0,0,D,H,2,No Deposit,11,,21,Transient,117.21489482748454,0,0,Check-Out,2023-12-03,31.253651427486588,121.4379839946408
Resort Hotel,1,235,2022,March,5,22,14,1,12,4,0,1,HB,ITA,Corporate,Direct,0,2,1,D,A,3,No Deposit,1,,19,Transient,236.6324661660693,0,0,Canceled,2022-09-03,31.28921491628605,121.59679742764841
City Hotel,0,211,2023,December,9,28,6,3,11,4,0,0,HB,FRA,Online TA,Direct,1,1,3,A,H,0,Refundable,1,,23,Group,163.58054765967586,2,3,Check-Out,2022-04-22,31.265590324349017,121.43100356232323
City Hotel,0,236,2023,July,10,45,5,1,12,4,0,0,FB,ESP,Corporate,TA/TO,0,2,3,H,C,4,No Deposit,4,,11,Transient-Party,455.7268851897545,0,1,Check-Out,2022-11-21,31.27592412376206,121.40167671793502
Resort Hotel,1,23,2023,March,3,13,15,3,9,3,3,0,BB,PRT,Groups,Direct,0,0,3,B,G,3,No Deposit,8,,27,Transient-Party,357.2370395962654,1,4,Canceled,2022-11-08,31.204256949383595,121.43510814603394
City Hotel,1,159,2022,February,2,45,26,0,13,4,0,0,FB,PRT,Corporate,TA/TO,0,2,1,G,C,1,No Deposit,8,,25,Transient-Party,497.67024751989675,1,2,Canceled,2022-10-04,31.126252765031623,121.44831703137605
City Hotel,0,195,2022,July,1,45,13,1,5,1,2,0,BB,ITA,Online TA,Direct,0,2,4,F,E,2,No Deposit,8,9,23,Transient,65.07814197387931,0,0,Check-Out,2023-06-17,31.27325715695541,121.45735445219614
City Hotel,0,274,2023,November,11,44,7,1,1,2,3,0,HB,DEU,Direct,Direct,0,0,4,E,B,1,No Deposit,16,,0,Transient,396.02769769292985,1,1,Check-Out,2023-06-11,31.29602257484242,121.58458062579464
Resort Hotel,0,298,2022,February,9,23,29,1,2,1,0,1,BB,CHN,Online TA,Corporate,0,1,1,D,D,4,No Deposit,9,,15,Transient,457.137615947751,0,3,Check-Out,2022-08-10,31.127354899390095,121.4598255460398
City Hotel,0,193,2022,June,3,49,20,0,4,2,2,1,SC,ITA,Groups,Corporate,0,1,2,A,H,2,No Deposit,1,,0,Transient,64.25907386824412,1,4,Check-Out,2022-07-28,31.287138131387316,121.50767895312535
Resort Hotel,0,91,2022,April,8,23,6,4,4,3,0,1,HB,USA,Offline TA,Corporate,0,1,2,E,F,4,No Deposit,18,3,1,Transient-Party,391.63825136142145,1,3,No-Show,2023-02-12,31.171245447224265,121.43680558726264
Resort Hotel,1,299,2023,October,8,41,15,0,14,3,3,0,HB,ITA,Groups,Direct,0,1,0,F,A,2,No Deposit,,,25,Transient,474.3817844980346,1,2,Canceled,2022-08-22,31.13411670234225,121.52130066352457
City Hotel,0,44,2023,May,10,35,21,3,8,1,0,1,BB,ITA,Online TA,Corporate,0,1,3,A,G,2,No Deposit,1,,8,Transient,250.63884148149654,2,1,No-Show,2023-06-09,31.27593511283139,121.47197218016824
Resort Hotel,0,359,2022,May,1,41,15,3,2,4,2,0,BB,FRA,Groups,TA/TO,0,2,1,H,F,4,No Deposit,11,,12,Transient,354.8171226959924,1,0,No-Show,2022-06-19,31.295303763428016,121.44692183250764
Resort Hotel,0,179,2022,April,9,50,9,3,12,4,3,1,FB,FRA,Online TA,TA/TO,0,0,0,F,A,1,Refundable,4,,5,Transient,454.24449961414217,1,2,Check-Out,2023-09-13,31.17931135973641,121.57380758403822
City Hotel,1,292,2023,October,7,18,5,3,6,4,1,1,BB,CHN,Corporate,TA/TO,0,0,1,B,D,2,No Deposit,20,,28,Transient-Party,270.85539477419695,2,2,Canceled,2023-01-23,31.12155733323409,121.45632504636806
City Hotel,0,311,2023,June,5,35,4,1,11,4,0,1,BB,GBR,Corporate,Corporate,1,2,4,G,B,2,Refundable,,,15,Transient,284.3130970034246,2,1,No-Show,2022-11-03,31.197850359450293,121.54806923216498
City Hotel,0,81,2022,January,11,21,7,0,0,2,3,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8,,19,Transient,282.73002011420374,2,4,Check-Out,2023-07-03,31.166176143731924,121.51714902004838
Resort Hotel,0,222,2023,August,9,21,8,3,7,3,0,0,BB,ESP,Corporate,TA/TO,0,1,1,B,A,1,No Deposit,16,,19,Transient,429.658529468079,1,3,Check-Out,2023-12-04,31.142346134679872,121.44993151021004
City Hotel,0,164,2023,January,7,38,27,4,10,2,2,0,FB,ESP,Direct,Direct,1,2,0,D,C,3,No Deposit,3,,24,Transient,129.80033437274113,1,4,Check-Out,2022-04-20,31.181508774639592,121.41188850791809
Resort Hotel,1,363,2023,November,12,51,18,3,5,4,1,1,SC,ITA,Corporate,TA/TO,0,1,1,H,H,0,No Deposit,20,,24,Transient-Party,356.63187480876303,1,1,Canceled,2022-09-17,31.142486482157583,121.41910134995484
Resort Hotel,1,149,2022,February,6,48,14,0,14,2,0,0,BB,ESP,Groups,TA/TO,0,0,3,B,C,3,No Deposit,8,9,5,Transient-Party,275.3326311230694,0,0,Canceled,2022-07-17,31.2494478088793,121.48224791284333
City Hotel,1,142,2023,January,2,49,10,2,8,4,1,1,HB,GBR,Online TA,TA/TO,0,0,4,C,F,1,No Deposit,6,,12,Transient-Party,425.036929185699,1,4,Canceled,2023-12-14,31.245946227894414,121.48753742645673
Resort Hotel,0,97,2023,February,11,40,27,1,4,3,3,1,SC,CHN,Offline TA,TA/TO,0,1,1,A,D,0,No Deposit,4,,9,Transient,447.4042950968344,0,4,Check-Out,2022-01-26,31.29469787201379,121.49417401984358
City Hotel,1,230,2022,December,5,1,19,1,10,3,1,0,BB,DEU,Corporate,Direct,0,0,3,D,C,0,No Deposit,20,,17,Group,319.6428830917303,1,2,Canceled,2023-09-13,31.253905936173375,121.45416780855584
City Hotel,0,172,2023,March,8,40,5,1,4,4,3,1,SC,FRA,Direct,Corporate,1,1,0,G,D,3,No Deposit,10,,26,Transient,183.05146898754518,1,1,No-Show,2023-04-19,31.254546149547433,121.54950243571713
City Hotel,0,39,2022,July,3,15,8,0,2,3,3,1,HB,GBR,Online TA,Corporate,1,1,4,G,A,4,Refundable,5,,9,Transient,295.40758793127293,1,1,Check-Out,2022-10-09,31.1925025124852,121.54345835661084
Resort Hotel,1,196,2023,May,11,6,8,2,14,4,2,1,HB,USA,Direct,Corporate,0,0,4,C,H,2,No Deposit,,,29,Transient,389.1471671372392,2,4,Canceled,2023-08-02,31.22854104236745,121.51369798503585
City Hotel,1,245,2022,July,5,25,2,3,9,3,0,1,BB,PRT,Direct,TA/TO,1,1,3,E,H,0,No Deposit,2,,11,Contract,61.92552458542593,0,4,Canceled,2022-01-08,31.127594498945115,121.4212101757751
City Hotel,0,76,2022,May,6,37,21,4,12,1,0,0,FB,PRT,Groups,Corporate,0,1,3,G,G,0,No Deposit,2,,11,Transient,367.07623507130626,0,4,Check-Out,2023-10-18,31.171726606971347,121.47955412473507
City Hotel,1,77,2023,March,6,46,17,4,10,4,1,1,BB,PRT,Online TA,Corporate,0,0,2,F,C,0,No Deposit,,,13,Transient,228.29044867999556,1,1,Canceled,2022-04-30,31.297354433845534,121.4435148025302
City Hotel,0,184,2023,May,5,31,3,2,6,4,3,0,HB,DEU,Groups,Corporate,0,2,3,H,D,1,No Deposit,8,,11,Contract,431.70430960959686,1,0,Check-Out,2022-08-02,31.11704279390147,121.44855793326765
Resort Hotel,1,337,2023,November,8,28,10,1,10,1,2,0,FB,FRA,Offline TA,Corporate,1,1,1,D,H,2,No Deposit,11,,18,Transient,351.0222016514774,2,3,Canceled,2022-04-03,31.162909670960733,121.51506291732497
Resort Hotel,0,18,2023,April,7,25,21,4,14,3,1,1,FB,DEU,Online TA,TA/TO,0,2,4,A,G,3,No Deposit,12,,21,Transient,395.15321674292204,2,3,Check-Out,2022-11-03,31.16136919840318,121.48862906356335
City Hotel,0,93,2023,June,10,47,15,3,3,2,3,0,HB,FRA,Offline TA,Corporate,0,1,2,F,G,4,No Deposit,6,,21,Transient-Party,247.9530606030489,0,4,Check-Out,2023-11-17,31.257040022407907,121.4304218386025
Resort Hotel,1,122,2023,May,10,52,12,0,10,1,3,1,BB,USA,Corporate,TA/TO,0,1,3,F,H,0,No Deposit,20,,23,Transient,155.55142545725576,2,0,Canceled,2022-04-27,31.285225585932373,121.50985229512347
Resort Hotel,0,68,2023,January,4,37,22,1,2,1,3,1,HB,USA,Groups,Corporate,0,2,1,B,A,1,Refundable,,,19,Transient,413.6282834916663,0,2,No-Show,2022-07-03,31.224052708657283,121.56028656167902
Resort Hotel,1,10,2022,June,11,3,19,2,11,3,3,0,FB,PRT,Direct,Corporate,0,1,1,A,A,1,No Deposit,20,,0,Transient,347.8837535958539,0,1,Canceled,2022-12-07,31.214116744977087,121.47811739521055
Resort Hotel,0,43,2022,June,11,33,20,1,7,3,2,0,BB,DEU,Online TA,TA/TO,0,1,0,H,E,4,No Deposit,20,,22,Transient,198.4844104174526,2,0,Check-Out,2022-01-17,31.147842449219826,121.53818381638939
Resort Hotel,0,228,2023,January,5,17,25,2,3,2,3,1,HB,ITA,Offline TA,Direct,0,1,0,A,C,1,No Deposit,8,,3,Transient-Party,428.1709051229324,2,2,Check-Out,2023-09-29,31.246417060079924,121.57240380348486
City Hotel,0,339,2023,February,11,34,23,1,2,3,3,0,BB,GBR,Groups,TA/TO,1,0,1,G,H,2,No Deposit,10,6,26,Transient,67.00103554041847,0,2,Check-Out,2022-09-15,31.28546239314029,121.48105876116898
City Hotel,0,308,2022,February,7,24,8,2,1,4,2,1,FB,CHN,Corporate,Direct,0,1,1,B,E,4,No Deposit,12,,18,Transient,432.7771022006486,2,0,No-Show,2023-09-29,31.233292735167645,121.54024260618272
City Hotel,0,56,2022,February,4,26,14,2,0,4,2,1,FB,ESP,Online TA,TA/TO,0,2,3,D,F,1,Non Refund,13,,15,Transient,255.25599516841726,2,3,Check-Out,2023-07-14,31.20469159740897,121.57576872379069
City Hotel,0,91,2023,September,2,22,19,3,1,1,3,0,SC,GBR,Direct,Corporate,1,1,1,E,E,0,No Deposit,9,,3,Transient,403.0529003267138,1,3,No-Show,2022-08-17,31.173889618212925,121.54935871422009
Resort Hotel,1,235,2022,March,12,32,24,2,12,3,1,0,FB,CHN,Groups,TA/TO,0,2,4,A,A,3,No Deposit,15,,13,Contract,484.588446302732,0,2,Canceled,2023-06-09,31.285678043510337,121.44977013386087
City Hotel,1,75,2023,June,4,46,9,3,6,1,1,1,HB,FRA,Corporate,Corporate,0,0,3,F,B,0,No Deposit,9,,14,Transient,214.6012021707496,2,4,Canceled,2023-04-09,31.119308775056,121.55834641082505
Resort Hotel,0,61,2023,July,7,35,4,1,14,4,0,0,FB,PRT,Groups,Direct,0,0,2,F,G,3,No Deposit,4,,21,Transient,292.3431420229563,1,1,Check-Out,2023-08-06,31.189802041043816,121.47218848532907
Resort Hotel,1,42,2022,July,11,23,22,3,7,2,1,1,HB,ESP,Corporate,Direct,0,2,2,F,E,2,No Deposit,17,,29,Transient,434.0813727724602,1,2,Canceled,2023-01-27,31.118665800715412,121.47326341322957
Resort Hotel,0,300,2022,March,7,13,24,1,0,2,2,1,FB,PRT,Online TA,TA/TO,0,0,3,H,B,4,Non Refund,11,,22,Transient,434.78930399487405,0,0,Check-Out,2023-12-05,31.20706363740346,121.55361586061765
City Hotel,1,151,2022,September,11,29,9,0,5,2,1,1,SC,FRA,Corporate,Corporate,0,2,1,G,A,1,No Deposit,14,,13,Transient,480.8543297805076,0,3,Canceled,2023-02-25,31.183311395354085,121.42758470355919
Resort Hotel,0,326,2022,August,9,12,23,4,14,3,1,1,BB,CHN,Groups,Corporate,0,0,0,C,G,2,No Deposit,17,,7,Group,217.92078885558502,0,4,Check-Out,2023-07-12,31.10233707675113,121.53562197737249
Resort Hotel,0,57,2022,January,8,52,15,0,3,3,1,0,FB,ITA,Corporate,Corporate,0,1,2,H,F,3,No Deposit,16,,11,Transient,271.2408987264687,1,3,Check-Out,2022-01-23,31.280303655603664,121.5034731383226
Resort Hotel,1,47,2022,June,4,4,19,3,2,2,1,1,FB,PRT,Groups,Corporate,0,0,2,E,F,2,No Deposit,19,,6,Transient,192.40449132629277,2,2,Canceled,2023-01-16,31.265102961501295,121.4255374751085
Resort Hotel,0,233,2023,December,9,18,18,4,14,2,0,1,SC,ESP,Direct,Direct,0,2,3,A,E,0,No Deposit,6,1,14,Transient,494.96847479643304,2,4,Check-Out,2023-08-16,31.29400287644591,121.48077581515032
Resort Hotel,0,314,2022,September,11,51,15,0,4,3,0,0,FB,ESP,Direct,Corporate,0,1,2,C,A,1,Refundable,3,,25,Transient,380.00735068479975,2,3,Check-Out,2022-11-21,31.184877719985334,121.46172810074958
City Hotel,0,3,2023,November,12,28,30,1,7,2,3,1,HB,GBR,Direct,Direct,0,1,4,D,D,0,No Deposit,19,,24,Transient-Party,275.0009689194228,2,1,Check-Out,2022-08-06,31.246557998819483,121.53549805508312
City Hotel,0,313,2022,February,2,41,29,4,12,2,3,1,HB,FRA,Groups,Direct,0,2,1,F,H,2,No Deposit,1,,29,Transient,281.4943004889541,1,1,Check-Out,2022-04-18,31.13945482821997,121.4451478394744
City Hotel,1,221,2023,October,9,26,17,4,4,2,3,0,BB,USA,Online TA,TA/TO,0,1,4,G,H,3,Refundable,16,9,23,Transient,195.12832525372147,0,3,Canceled,2023-05-31,31.208182130302085,121.40712153743586
City Hotel,0,210,2023,January,8,42,15,3,1,4,2,0,SC,USA,Corporate,Corporate,0,1,1,F,H,0,No Deposit,1,,8,Transient,387.61815941952705,0,0,Check-Out,2022-11-09,31.20152325004601,121.46821388837199
City Hotel,0,154,2022,March,2,16,23,0,9,4,0,1,SC,DEU,Offline TA,TA/TO,1,0,2,F,F,1,No Deposit,14,7,24,Transient-Party,209.2431007286937,1,4,Check-Out,2022-04-25,31.196851160389247,121.52003167567918
Resort Hotel,0,275,2022,June,3,51,19,4,0,3,2,0,BB,CHN,Offline TA,Direct,0,0,3,G,C,2,No Deposit,19,,22,Transient,143.6793391321519,2,0,Check-Out,2023-10-20,31.247115292219725,121.53141594510463
Resort Hotel,1,333,2023,August,1,19,15,0,1,3,3,0,FB,ESP,Direct,TA/TO,0,0,4,A,C,0,Refundable,12,,14,Transient,154.12292433937597,1,0,Canceled,2022-08-23,31.1152151325846,121.42300883076105
Resort Hotel,1,323,2023,September,7,18,25,3,9,4,0,1,BB,FRA,Corporate,Corporate,0,0,0,D,F,3,Non Refund,7,,5,Transient,341.18348833870897,1,2,Canceled,2022-08-13,31.11440824936103,121.5047046317416
Resort Hotel,0,52,2022,September,3,29,21,0,5,3,3,0,SC,FRA,Corporate,Direct,0,2,3,G,H,2,No Deposit,1,,20,Contract,63.055407101125155,1,1,Check-Out,2022-09-01,31.23736525114884,121.40115347225041
City Hotel,0,133,2022,December,12,31,6,0,6,3,3,1,FB,USA,Groups,Direct,0,2,3,B,D,2,No Deposit,18,,17,Transient,414.68480508177413,1,0,Check-Out,2022-05-17,31.261044600824142,121.47355425551658
City Hotel,0,152,2022,July,10,26,14,0,9,4,0,0,HB,ESP,Direct,Corporate,0,2,2,D,A,3,No Deposit,5,,4,Transient,235.90324020409167,0,1,Check-Out,2023-05-03,31.270960095450334,121.54710865851752
City Hotel,1,341,2023,June,4,36,30,1,12,3,2,1,HB,CHN,Online TA,Corporate,0,0,4,B,H,2,No Deposit,12,,11,Transient,233.8870802513093,0,3,Canceled,2022-08-07,31.232600523112634,121.4709576427236
City Hotel,0,337,2023,January,5,22,1,2,9,4,0,1,BB,FRA,Groups,Corporate,0,2,4,A,A,2,No Deposit,15,,8,Contract,404.3915523132486,2,0,Check-Out,2022-03-01,31.296983571111102,121.58301848487288
City Hotel,0,317,2022,February,6,2,1,2,9,1,1,0,SC,ITA,Direct,Corporate,0,0,0,A,G,0,No Deposit,16,,12,Contract,374.6521067447158,0,3,Check-Out,2022-12-21,31.131284610603032,121.42706651674057
City Hotel,0,290,2023,April,7,29,26,3,9,3,1,0,HB,USA,Offline TA,Corporate,0,2,4,C,A,1,No Deposit,6,,5,Transient,84.98109587787305,0,2,Check-Out,2022-10-30,31.24320157822205,121.5322346139515
Resort Hotel,1,282,2022,February,5,34,25,3,2,2,1,1,SC,PRT,Groups,Corporate,0,1,2,B,F,4,Refundable,4,,16,Transient,126.61547994415149,1,1,Canceled,2023-07-22,31.174485663245726,121.58692241112412
City Hotel,0,236,2022,January,9,50,4,0,0,4,3,0,SC,ITA,Groups,Corporate,0,2,3,A,D,4,No Deposit,12,,1,Transient,265.31192184509246,0,0,No-Show,2023-06-27,31.21743776273278,121.4410516808048
Resort Hotel,0,38,2022,April,11,27,22,2,8,1,0,1,FB,GBR,Online TA,TA/TO,0,0,0,G,E,2,No Deposit,16,,26,Transient,335.76077419547255,0,1,Check-Out,2023-08-26,31.288596542709442,121.43737523597785
City Hotel,0,17,2022,March,7,3,10,0,6,1,3,1,SC,ESP,Corporate,Corporate,0,1,4,F,E,0,No Deposit,10,,0,Transient,434.25989943103997,0,2,Check-Out,2022-01-29,31.263710820831847,121.46343048377479
Resort Hotel,0,66,2023,March,9,41,10,2,4,2,0,0,BB,CHN,Groups,Direct,0,0,0,H,A,3,No Deposit,12,,29,Group,213.46982315702843,2,4,Check-Out,2023-03-30,31.155285775863245,121.44958082247751
City Hotel,1,81,2022,April,5,31,10,1,1,1,2,1,SC,GBR,Groups,Corporate,0,2,1,B,E,1,No Deposit,1,1,12,Transient,491.81513880678574,2,0,Canceled,2022-08-03,31.249846335877702,121.51295938127576
City Hotel,0,146,2022,December,4,8,5,1,8,2,0,0,SC,USA,Groups,TA/TO,0,0,3,B,A,1,Refundable,17,,13,Transient,433.75311099629124,1,0,Check-Out,2023-09-01,31.135834041071988,121.46863655680471
Resort Hotel,0,6,2022,May,3,18,17,3,8,3,0,1,SC,ESP,Online TA,Direct,0,2,0,A,E,1,Refundable,2,,1,Transient,208.7638176319096,1,1,Check-Out,2023-07-01,31.245100715359342,121.45519544529628
Resort Hotel,0,302,2023,November,6,28,12,4,7,2,3,1,HB,GBR,Offline TA,Corporate,0,2,3,E,G,0,No Deposit,1,,2,Transient,465.72862280845493,1,3,Check-Out,2022-03-11,31.24516381382813,121.57438548956185
City Hotel,1,54,2023,March,12,45,22,0,7,3,1,0,FB,FRA,Offline TA,TA/TO,0,1,1,H,C,0,No Deposit,17,,9,Contract,378.75172639943196,2,3,Canceled,2023-10-17,31.114808019830054,121.59847146636919
Resort Hotel,0,310,2022,January,7,34,30,4,4,2,2,0,SC,DEU,Offline TA,TA/TO,0,2,4,E,E,0,Refundable,12,,23,Transient,263.1178864650209,2,3,Check-Out,2023-01-21,31.148740931704438,121.44030547062926
Resort Hotel,0,310,2023,November,7,13,15,4,4,3,0,1,SC,FRA,Offline TA,TA/TO,0,0,4,E,E,4,No Deposit,1,,25,Transient-Party,268.417238716827,0,4,Check-Out,2022-09-03,31.195842122816718,121.51640796806711
Resort Hotel,1,160,2022,May,1,46,25,1,3,1,2,1,SC,CHN,Offline TA,TA/TO,0,2,3,B,H,2,Non Refund,13,,7,Transient-Party,235.6638451217584,2,1,Canceled,2022-12-06,31.22422535400301,121.4037230338827
City Hotel,0,242,2022,July,1,2,2,2,13,3,2,0,SC,FRA,Online TA,TA/TO,0,2,1,H,A,3,No Deposit,4,,13,Transient,74.96958012109536,2,4,Check-Out,2022-11-10,31.18941448411996,121.50428148246662
Resort Hotel,0,214,2023,December,10,47,23,1,12,2,1,0,HB,ESP,Offline TA,Corporate,0,0,4,D,B,0,No Deposit,4,,21,Transient,193.78747098010535,0,0,Check-Out,2023-04-10,31.121215652328846,121.43139898230487
City Hotel,0,360,2022,April,10,7,21,0,13,4,1,0,HB,ESP,Direct,Direct,0,2,0,F,A,3,No Deposit,11,,8,Transient,318.1863468848824,1,1,Check-Out,2022-04-30,31.207259390250876,121.44344678817497
City Hotel,1,224,2022,May,11,7,20,0,5,1,0,1,SC,ITA,Offline TA,TA/TO,0,0,1,D,H,1,No Deposit,1,,2,Transient,421.400979999391,2,1,Canceled,2022-10-22,31.272878709685315,121.46858379800288
Resort Hotel,0,254,2023,August,9,31,5,0,7,4,2,1,HB,FRA,Corporate,Direct,0,1,2,D,F,4,Non Refund,1,,10,Transient,130.09793034938323,0,3,Check-Out,2023-12-11,31.188598414128588,121.41547433181388
Resort Hotel,1,234,2023,August,5,25,9,2,4,4,1,1,BB,ESP,Corporate,Direct,0,0,2,H,D,2,No Deposit,7,,7,Transient,91.65198687627434,0,4,Canceled,2022-07-17,31.248417888824854,121.47960747845586
Resort Hotel,0,60,2023,March,6,9,21,2,13,3,0,1,HB,FRA,Offline TA,Corporate,0,0,3,H,B,3,No Deposit,17,,18,Transient,461.1730108232519,0,0,Check-Out,2022-05-17,31.267830721964685,121.42756705333991
Resort Hotel,0,225,2023,February,3,41,6,2,12,2,1,0,BB,CHN,Direct,Direct,0,0,1,H,E,3,No Deposit,7,,22,Transient,460.88921785700495,2,3,Check-Out,2023-09-28,31.242951134526393,121.56476374706041
Resort Hotel,1,5,2023,August,8,35,9,1,9,2,3,1,BB,USA,Corporate,Direct,0,0,0,A,F,1,No Deposit,20,,23,Transient,411.951003898711,1,3,Canceled,2023-01-20,31.19617098790354,121.58710292421917
Resort Hotel,1,254,2022,November,4,51,21,0,6,1,1,0,FB,ITA,Direct,TA/TO,0,1,1,A,A,0,No Deposit,4,,2,Transient,357.8908755789817,1,2,Canceled,2022-02-24,31.22143481925518,121.55912938586148
City Hotel,0,189,2023,July,6,34,29,4,11,4,3,0,BB,CHN,Groups,Direct,0,0,2,H,B,0,No Deposit,1,,8,Transient,92.75000168992379,1,1,Check-Out,2023-02-15,31.142451142967733,121.56874636615446
City Hotel,0,316,2023,December,2,20,27,4,1,3,0,1,FB,USA,Offline TA,Corporate,1,2,3,D,F,0,No Deposit,11,,17,Transient,216.63798231389748,2,2,Check-Out,2023-07-10,31.214734136009312,121.40626357002957
Resort Hotel,1,199,2022,June,3,27,29,0,3,4,3,1,FB,ITA,Corporate,Direct,0,2,2,E,H,2,No Deposit,6,,6,Transient,194.28173710245179,1,3,Canceled,2023-06-04,31.22638054096517,121.5360680426166
City Hotel,0,64,2022,April,6,1,17,3,5,3,1,1,BB,DEU,Groups,Direct,1,2,0,G,G,1,No Deposit,18,,29,Transient,263.47390062379066,1,1,Check-Out,2023-12-10,31.200982917975516,121.54376036884699
City Hotel,0,167,2022,June,10,44,10,1,3,2,0,0,HB,DEU,Direct,Direct,0,2,3,F,E,1,Refundable,13,,23,Transient,281.1841179714031,0,4,Check-Out,2023-08-19,31.2529536360431,121.56215353979506
City Hotel,0,101,2023,November,7,10,22,2,8,4,0,0,FB,DEU,Corporate,Direct,0,1,3,D,H,0,No Deposit,11,,24,Transient,82.02435004746494,2,4,Check-Out,2023-08-12,31.106750938573864,121.42866714784779
Resort Hotel,1,107,2023,January,8,39,24,1,2,4,2,1,FB,ESP,Groups,TA/TO,0,1,2,C,C,1,No Deposit,4,,28,Transient,280.0394659502283,0,3,Canceled,2023-09-01,31.21896138452564,121.45147993018236
City Hotel,0,263,2023,August,1,3,26,4,11,4,0,0,BB,PRT,Offline TA,Direct,0,0,1,E,D,3,No Deposit,19,,8,Transient,175.47343157270544,2,0,Check-Out,2023-06-28,31.26947145646266,121.56775893418506
City Hotel,0,101,2023,August,12,8,30,1,11,3,1,1,SC,ESP,Groups,Corporate,0,1,0,D,E,3,No Deposit,14,,28,Transient-Party,213.71369714587794,0,3,Check-Out,2022-06-11,31.185262727035358,121.45250866085628
Resort Hotel,1,55,2023,December,6,10,24,0,2,3,3,0,HB,FRA,Corporate,TA/TO,0,2,1,C,E,4,No Deposit,15,,21,Transient,127.93171688892292,1,2,Canceled,2023-01-16,31.261044594696475,121.51432040666785
City Hotel,1,22,2022,July,2,22,19,2,7,4,0,1,SC,GBR,Offline TA,Direct,0,1,2,H,H,4,Non Refund,18,,10,Transient,328.0140141821627,2,4,Canceled,2022-06-08,31.27446859487271,121.52964439745858
Resort Hotel,1,323,2022,October,1,52,28,4,10,1,3,0,BB,GBR,Direct,Direct,0,0,2,B,B,2,No Deposit,11,,16,Transient,86.8185274973628,1,4,Canceled,2023-08-11,31.227122110843457,121.59100929149879
City Hotel,0,268,2023,January,7,37,30,2,0,3,0,1,HB,USA,Direct,TA/TO,0,1,1,H,A,1,No Deposit,13,,19,Transient,421.495338568494,1,4,Check-Out,2022-09-20,31.294345709081323,121.58764431085201
Resort Hotel,0,27,2022,May,5,30,22,4,8,4,2,1,HB,CHN,Online TA,Direct,0,1,4,G,H,0,No Deposit,15,,19,Transient,93.39782028018445,1,2,Check-Out,2023-08-23,31.121580965275843,121.49509984095036
Resort Hotel,1,138,2023,January,4,12,11,2,7,4,2,1,FB,USA,Direct,Direct,0,1,3,D,D,0,No Deposit,6,,21,Transient,318.49825288466513,2,2,Canceled,2023-12-31,31.14903491531263,121.5497549609286
