hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children,lead_time_group,avg_price_month_hotel,price_ratio,customer_Contract,customer_Group,customer_Transient,customer_Transient-Party,market_Corporate,market_Direct,market_Groups,market_Offline TA,market_Online TA,is_returning_customer,season,season_autumn,season_spring,season_summer,season_winter,is_peak_season,total_price
City Hotel,0,52,2023,January,1,49,30,1,13,3,2,1,FB,USA,Direct,Direct,1,0,2,A,G,0,No Deposit,10.0,5.0,29,Transient,181.2916410890377,0,4,Check-Out,2022-11-11,31.200691335260974,121.42031354488944,2023-01-30,0,1,0,14,0.07142857142857142,6,1,one_month,269.8322521451995,0.6718679462805017,False,False,True,False,False,True,False,False,False,1,winter,False,False,False,True,1,2538.082975246528
City Hotel,0,236,2022,November,11,40,16,1,14,4,3,0,HB,CHN,Groups,Direct,1,0,3,G,H,2,No Deposit,16.0,5.0,3,Contract,77.59852510996316,2,2,Check-Out,2023-12-02,31.245006987275296,121.49317887233516,2022-11-16,2,4,0,15,0.06666666666666667,7,1,six_months,259.72367910568494,0.29877339400535485,True,False,False,False,False,False,True,False,False,1,autumn,True,False,False,False,0,1163.9778766494474
Resort Hotel,0,322,2023,April,4,5,3,3,0,1,3,1,HB,FRA,Online TA,Direct,0,0,0,H,F,4,No Deposit,8.0,5.0,11,Transient,398.01303809548494,2,3,No-Show,2023-05-25,31.15271706813633,121.447173335403,2023-04-03,0,2,0,3,1.0,5,1,six_months,277.36235236957344,1.4349930143552778,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,1194.0391142864548
Resort Hotel,1,28,2022,April,4,32,12,2,1,2,3,1,BB,USA,Direct,TA/TO,0,0,4,F,C,4,No Deposit,6.0,5.0,25,Transient,457.1193139622708,1,4,Canceled,2022-10-19,31.263918466169947,121.41051933155572,2022-04-12,1,2,0,3,0.6666666666666666,6,1,one_week,277.36235236957344,1.648094307165303,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,1371.3579418868123
Resort Hotel,1,274,2022,October,10,23,24,2,8,3,2,1,SC,GBR,Direct,Direct,0,0,3,H,A,3,Non Refund,18.0,5.0,28,Transient,343.435015134094,1,4,Canceled,2023-06-17,31.247969332954348,121.44160826947936,2022-10-24,0,4,0,10,0.2,6,1,six_months,281.86645522625616,1.218431667785428,False,False,True,False,False,True,False,False,False,0,autumn,True,False,False,False,0,3434.35015134094
City Hotel,1,195,2022,April,4,32,12,0,6,4,3,1,BB,ESP,Corporate,TA/TO,0,1,4,E,C,2,No Deposit,3.0,5.0,23,Contract,366.2791200871986,1,2,Canceled,2022-03-23,31.12989993198479,121.4521428470578,2022-04-12,1,2,0,6,0.0,8,1,six_months,276.53648823434116,1.3245236548198593,True,False,False,False,True,False,False,False,False,0,spring,False,True,False,False,0,2197.6747205231914
City Hotel,1,286,2022,July,7,8,21,2,10,2,0,1,FB,PRT,Direct,TA/TO,0,1,4,C,D,1,No Deposit,17.0,5.0,10,Transient,454.68978468313657,1,4,Canceled,2022-07-19,31.27194284253232,121.5477253419998,2022-07-21,3,3,0,12,0.16666666666666666,3,1,six_months,274.8043908521611,1.6545943217033603,False,False,True,False,False,True,False,False,False,0,summer,False,False,True,False,1,5456.277416197639
City Hotel,0,40,2022,April,4,38,3,1,1,2,0,0,BB,USA,Direct,TA/TO,1,2,3,C,C,4,No Deposit,4.0,5.0,11,Transient,79.02431380836369,1,4,Check-Out,2022-01-19,31.287314082858902,121.48780089734616,2022-04-03,6,2,1,2,0.5,2,0,one_month,276.53648823434116,0.28576450909941875,False,False,True,False,False,True,False,False,False,1,spring,False,True,False,False,0,158.04862761672737
Resort Hotel,0,137,2022,March,3,20,19,2,4,4,1,1,HB,GBR,Corporate,Direct,1,2,1,F,G,2,No Deposit,11.0,5.0,6,Transient,57.101682461419685,1,0,Check-Out,2023-02-04,31.265022155484974,121.5399792179566,2022-03-19,5,1,1,6,0.3333333333333333,6,1,three_months,295.855907985199,0.1930050437399964,False,False,True,False,True,False,False,False,False,1,spring,False,True,False,False,0,342.61009476851814
City Hotel,0,181,2023,April,4,42,21,4,11,2,2,1,FB,ITA,Offline TA,Direct,1,1,0,E,A,1,No Deposit,20.0,5.0,24,Transient,216.51380208263797,1,2,Check-Out,2022-12-03,31.24475259537752,121.54896075281316,2023-04-21,4,2,0,15,0.26666666666666666,5,1,six_months,276.53648823434116,0.782948403898009,False,False,True,False,False,False,False,True,False,1,spring,False,True,False,False,0,3247.7070312395695
Resort Hotel,0,17,2023,May,5,18,28,2,7,3,3,1,FB,DEU,Online TA,TA/TO,0,1,4,C,E,4,Refundable,12.0,5.0,3,Transient,219.59211733666595,0,2,Check-Out,2023-03-27,31.107144202196302,121.4575693600861,2023-05-28,6,2,1,9,0.2222222222222222,7,1,one_week,271.9629902531011,0.8074338244784834,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,1976.3290560299936
Resort Hotel,0,341,2022,July,7,48,5,3,11,3,2,0,SC,FRA,Online TA,TA/TO,0,1,0,C,D,3,No Deposit,8.0,5.0,20,Transient,184.1735468480397,2,4,Check-Out,2023-01-07,31.15491957595794,121.46424675575032,2022-07-05,1,3,0,14,0.21428571428571427,5,1,six_months,268.8445055347299,0.6850560195817273,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,2578.429655872556
City Hotel,0,23,2023,January,1,36,3,1,3,1,3,0,HB,DEU,Offline TA,TA/TO,0,1,0,H,A,1,No Deposit,11.0,5.0,4,Transient,236.58360865519143,0,4,Check-Out,2023-11-11,31.24553967094077,121.44817936103613,2023-01-03,1,1,0,4,0.25,4,1,one_week,269.8322521451995,0.8767803210117497,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,946.3344346207657
City Hotel,0,195,2023,July,7,16,23,3,4,3,2,0,FB,DEU,Corporate,TA/TO,0,1,0,E,E,3,No Deposit,6.0,5.0,21,Transient,94.80489517584635,2,1,Check-Out,2022-01-03,31.17577629909249,121.534293367196,2023-07-23,6,3,1,7,0.42857142857142855,5,1,six_months,274.8043908521611,0.34499046715323184,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,663.6342662309245
Resort Hotel,0,156,2023,January,1,6,10,3,8,1,2,1,BB,DEU,Groups,Direct,0,2,3,F,E,1,No Deposit,2.0,5.0,2,Transient,398.3960763686905,0,2,Check-Out,2022-11-10,31.1840186803654,121.52539836679084,2023-01-10,1,1,0,11,0.2727272727272727,4,1,three_months,279.1492093590357,1.4271796695518562,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,4382.356840055596
City Hotel,0,272,2022,September,9,28,3,4,9,2,0,1,SC,USA,Online TA,Direct,0,0,1,H,G,0,No Deposit,2.0,5.0,7,Contract,90.47075422757108,2,0,Check-Out,2022-03-01,31.27437805579814,121.42464651402577,2022-09-03,5,3,1,13,0.3076923076923077,3,1,six_months,273.82474692349155,0.3303965592739111,True,False,False,False,False,False,False,False,True,0,autumn,True,False,False,False,0,1176.119804958424
Resort Hotel,0,233,2023,May,5,3,8,3,11,2,0,1,HB,DEU,Corporate,TA/TO,0,1,2,E,A,2,Refundable,6.0,5.0,9,Contract,202.58115569746067,0,4,Check-Out,2023-11-24,31.158642753763427,121.43968824274975,2023-05-08,0,2,0,14,0.21428571428571427,3,1,six_months,271.9629902531011,0.7448850136150122,True,False,False,False,True,False,False,False,False,0,spring,False,True,False,False,0,2836.1361797644495
City Hotel,0,219,2023,November,11,14,12,4,14,3,3,1,HB,USA,Corporate,Corporate,0,2,4,D,F,3,No Deposit,6.0,3.0,5,Transient,112.5068970859944,2,3,Check-Out,2023-10-07,31.25375706382838,121.42356170550784,2023-11-12,6,4,1,18,0.2222222222222222,7,1,six_months,259.72367910568494,0.4331792059676387,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,2025.1241475478992
City Hotel,0,66,2023,September,9,32,17,3,14,3,0,1,FB,FRA,Groups,Direct,0,0,3,C,G,3,Refundable,3.0,5.0,15,Transient,281.73209743160464,1,2,Check-Out,2022-04-18,31.1011112746215,121.56132043742494,2023-09-17,6,3,1,17,0.17647058823529413,4,1,one_month,273.82474692349155,1.0288774137361751,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,4789.445656337279
Resort Hotel,0,216,2023,September,9,41,27,3,7,2,1,1,HB,PRT,Offline TA,Direct,0,0,2,B,A,3,No Deposit,7.0,5.0,17,Transient,154.73400864685706,1,2,Check-Out,2023-01-26,31.21963681354725,121.59089008391918,2023-09-27,2,3,0,10,0.3,4,1,six_months,274.8028019539465,0.5630728928040134,False,False,True,False,False,False,False,True,False,0,autumn,True,False,False,False,0,1547.3400864685707
City Hotel,0,147,2022,May,5,5,18,0,2,4,3,1,FB,DEU,Direct,Direct,1,1,2,E,H,2,No Deposit,12.0,5.0,9,Contract,323.8673380115332,2,1,Check-Out,2022-11-12,31.295621998804787,121.45046342920344,2022-05-18,2,2,0,2,0.0,8,1,three_months,280.51644474451695,1.1545395789772628,True,False,False,False,False,True,False,False,False,1,spring,False,True,False,False,0,647.7346760230664
Resort Hotel,0,251,2023,September,9,14,18,4,13,2,3,1,BB,USA,Corporate,TA/TO,0,0,2,G,H,0,No Deposit,20.0,5.0,15,Transient-Party,454.9507644976894,1,2,Check-Out,2022-12-17,31.1417894377748,121.40099165948442,2023-09-18,0,3,0,17,0.23529411764705882,6,1,six_months,274.8028019539465,1.6555535870188596,False,False,False,True,True,False,False,False,False,0,autumn,True,False,False,False,0,7734.16299646072
City Hotel,0,258,2023,January,1,13,23,2,12,4,1,1,BB,DEU,Groups,Corporate,0,2,1,F,G,2,Refundable,15.0,5.0,7,Transient,457.107610303903,2,0,Check-Out,2023-03-06,31.127842726055487,121.57632223885972,2023-01-23,0,1,0,14,0.14285714285714285,6,1,six_months,269.8322521451995,1.694043638852811,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,6399.506544254642
City Hotel,0,1,2022,October,10,22,15,0,3,4,3,0,BB,ITA,Online TA,Corporate,0,0,0,H,B,2,Non Refund,17.0,5.0,17,Contract,89.02708153256198,2,1,Check-Out,2023-06-07,31.219627349747057,121.56185336639224,2022-10-15,5,4,1,3,0.0,7,1,last_minute,289.2942120238467,0.30773889636348284,True,False,False,False,False,False,False,False,True,0,autumn,True,False,False,False,0,267.08124459768595
City Hotel,0,153,2023,July,7,15,12,0,13,2,3,1,FB,GBR,Offline TA,Direct,0,0,1,C,A,2,Refundable,13.0,5.0,6,Transient,381.5839005703944,0,2,Check-Out,2022-06-21,31.281644546135464,121.49466568337088,2023-07-12,2,3,0,13,0.0,6,1,three_months,274.8043908521611,1.388565515227442,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,4960.590707415127
Resort Hotel,0,116,2023,March,3,15,13,2,5,3,3,1,BB,ITA,Offline TA,TA/TO,0,0,0,B,F,4,No Deposit,7.0,5.0,21,Transient,441.172983438284,1,0,Check-Out,2023-08-08,31.291536573663247,121.40600739388714,2023-03-13,0,1,0,7,0.2857142857142857,7,1,three_months,295.855907985199,1.4911751684889623,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,3088.210884067988
Resort Hotel,1,326,2023,October,10,34,21,0,0,3,3,0,FB,DEU,Corporate,TA/TO,0,2,3,A,F,0,Refundable,2.0,5.0,27,Transient,305.57859735901303,2,2,Canceled,2023-05-25,31.22687948839765,121.59948767173827,2023-10-21,5,4,1,0,0.0,6,1,six_months,281.86645522625616,1.0841254491022103,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,0.0
City Hotel,0,108,2023,February,2,24,21,3,0,4,1,0,SC,CHN,Groups,Corporate,0,1,1,H,H,3,No Deposit,4.0,5.0,4,Transient,85.45723170078938,2,1,Check-Out,2022-06-05,31.11653375551304,121.54917948750168,2023-02-21,1,1,0,3,1.0,5,1,three_months,292.99685199897476,0.29166604049755596,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,256.3716951023681
Resort Hotel,1,161,2022,January,1,18,22,3,5,2,0,1,BB,DEU,Offline TA,Corporate,0,1,1,C,H,0,No Deposit,18.0,5.0,8,Transient,289.89916544617773,2,0,Canceled,2023-02-17,31.156862200814277,121.55359565426969,2022-01-22,5,1,1,8,0.375,3,1,three_months,279.1492093590357,1.0385097135393124,False,False,True,False,False,False,False,True,False,0,winter,False,False,False,True,1,2319.193323569422
City Hotel,0,54,2023,November,11,14,19,4,0,2,3,0,SC,FRA,Online TA,TA/TO,0,2,2,B,H,2,No Deposit,19.0,5.0,8,Transient,133.3622836959766,2,3,Check-Out,2022-09-22,31.113670464756066,121.53825296382686,2023-11-19,6,4,1,4,1.0,5,1,one_month,259.72367910568494,0.5134775702977384,False,False,True,False,False,False,False,False,True,0,autumn,True,False,False,False,0,533.4491347839064
Resort Hotel,0,217,2023,December,12,1,8,1,5,4,1,0,FB,PRT,Direct,TA/TO,1,2,3,H,E,0,Refundable,4.0,5.0,11,Group,211.82261970939524,1,1,Check-Out,2022-01-15,31.29799917916806,121.55034433724936,2023-12-08,4,4,0,6,0.16666666666666666,5,1,six_months,281.1258555305912,0.753479680158218,False,True,False,False,False,True,False,False,False,1,winter,False,False,False,True,1,1270.9357182563715
Resort Hotel,1,205,2023,May,5,22,23,2,3,3,3,1,BB,PRT,Online TA,Direct,0,2,2,E,C,3,No Deposit,4.0,7.0,15,Transient,407.9760288155896,2,4,Canceled,2022-08-06,31.276917658297258,121.59295500821985,2023-05-23,1,2,0,5,0.4,7,1,six_months,271.9629902531011,1.5001159842959093,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,2039.880144077948
Resort Hotel,0,126,2023,April,4,41,6,4,12,3,3,1,HB,GBR,Offline TA,Direct,0,0,4,H,B,3,Refundable,1.0,5.0,9,Transient,95.3032641240759,1,2,No-Show,2022-02-08,31.296345698040977,121.4127449280274,2023-04-06,3,2,0,16,0.25,7,1,three_months,277.36235236957344,0.34360562387028065,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,1524.8522259852143
City Hotel,1,250,2023,May,5,9,6,2,13,4,1,1,SC,FRA,Corporate,Direct,0,1,0,E,G,1,No Deposit,19.0,5.0,16,Transient,196.221437038002,0,0,Canceled,2022-10-19,31.274081891053584,121.47361456781502,2023-05-06,5,2,1,15,0.13333333333333333,6,1,six_months,280.51644474451695,0.6995006557163255,False,False,True,False,True,False,False,False,False,0,spring,False,True,False,False,0,2943.32155557003
Resort Hotel,0,45,2023,June,6,13,4,3,5,2,3,0,HB,PRT,Corporate,TA/TO,1,0,1,D,D,4,Non Refund,6.0,5.0,5,Transient,284.9324197082248,1,2,Check-Out,2023-08-12,31.25256348822785,121.46624393087912,2023-06-04,6,2,1,8,0.375,5,1,one_month,268.8770278595702,1.059712768980175,False,False,True,False,True,False,False,False,False,1,summer,False,False,True,False,1,2279.4593576657985
City Hotel,0,117,2022,August,8,43,2,2,12,4,1,1,BB,GBR,Corporate,TA/TO,1,2,0,B,F,2,Refundable,11.0,5.0,20,Transient,321.7406068877256,2,1,Check-Out,2022-07-09,31.25662803982461,121.41836874493325,2022-08-02,1,3,0,14,0.14285714285714285,6,1,three_months,272.03898069668134,1.182700383833818,False,False,True,False,True,False,False,False,False,1,summer,False,False,True,False,1,4504.368496428158
Resort Hotel,0,127,2023,August,8,22,13,0,5,3,2,1,FB,FRA,Direct,Corporate,0,1,0,F,C,2,No Deposit,12.0,5.0,13,Transient-Party,120.14710104145702,0,1,Check-Out,2022-06-13,31.230711516430084,121.50371047728096,2023-08-13,6,3,1,5,0.0,6,1,three_months,274.1590766754122,0.438238640494489,False,False,False,True,False,True,False,False,False,0,summer,False,False,True,False,1,600.7355052072851
City Hotel,0,289,2022,October,10,47,17,2,4,1,2,1,BB,ESP,Corporate,Direct,0,2,4,G,F,1,No Deposit,19.0,5.0,10,Transient,434.4118228681887,0,2,Check-Out,2022-08-26,31.1808614900607,121.48919336746108,2022-10-17,0,4,0,6,0.3333333333333333,4,1,six_months,289.2942120238467,1.5016263886827432,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,2606.4709372091324
Resort Hotel,1,202,2022,August,8,7,23,2,9,1,1,1,FB,USA,Direct,Corporate,0,1,3,G,D,2,No Deposit,5.0,5.0,27,Transient,347.31944602881146,2,2,Canceled,2023-01-24,31.13633472256121,121.43403513951009,2022-08-23,1,3,0,11,0.18181818181818182,3,1,six_months,274.1590766754122,1.2668537195287417,False,False,True,False,False,True,False,False,False,0,summer,False,False,True,False,1,3820.513906316926
City Hotel,0,82,2022,March,3,38,14,0,2,4,0,1,FB,DEU,Direct,Corporate,0,1,4,E,D,0,Non Refund,13.0,5.0,13,Transient,178.33936630298425,0,0,Check-Out,2022-12-08,31.224830667880063,121.53656283655124,2022-03-14,0,1,0,2,0.0,5,1,one_month,272.9333938998365,0.6534171716943981,False,False,True,False,False,True,False,False,False,0,spring,False,True,False,False,0,356.6787326059685
Resort Hotel,0,164,2022,December,12,6,9,3,10,4,2,1,FB,DEU,Online TA,Direct,0,0,0,E,G,0,No Deposit,11.0,5.0,16,Transient,114.62713612727453,1,3,Check-Out,2023-04-10,31.247125542858026,121.4832689753818,2022-12-09,4,4,0,13,0.23076923076923078,7,1,three_months,281.1258555305912,0.407743129535096,False,False,True,False,False,False,False,False,True,0,winter,False,False,False,True,1,1490.1527696545688
Resort Hotel,0,201,2022,April,4,13,14,2,12,1,3,1,BB,DEU,Online TA,Direct,0,2,1,B,H,0,No Deposit,1.0,5.0,25,Contract,349.30797467775744,1,2,Check-Out,2023-04-09,31.21725488325329,121.56214959525292,2022-04-14,3,2,0,14,0.14285714285714285,5,1,six_months,277.36235236957344,1.2593921694618437,True,False,False,False,False,False,False,False,True,0,spring,False,True,False,False,0,4890.311645488604
Resort Hotel,0,304,2023,August,8,45,11,0,14,4,3,0,SC,ITA,Direct,TA/TO,1,1,3,D,D,3,No Deposit,11.0,5.0,5,Transient-Party,277.0176836946485,0,1,Check-Out,2022-12-20,31.2492000720296,121.54794485782082,2023-08-11,4,3,0,14,0.0,7,1,six_months,274.1590766754122,1.0104268188159267,False,False,False,True,False,True,False,False,False,1,summer,False,False,True,False,1,3878.247571725079
City Hotel,1,12,2023,July,7,30,27,3,6,4,2,1,SC,ITA,Corporate,Direct,0,0,3,F,A,2,No Deposit,12.0,5.0,8,Transient,450.88397289853447,2,1,Canceled,2022-07-12,31.179115518533507,121.58291116628467,2023-07-27,3,3,0,9,0.3333333333333333,7,1,one_week,274.8043908521611,1.6407451551278176,False,False,True,False,True,False,False,False,False,0,summer,False,False,True,False,1,4057.95575608681
Resort Hotel,0,190,2022,February,2,37,17,4,9,4,3,0,FB,GBR,Corporate,Corporate,1,1,1,G,C,1,Refundable,11.0,5.0,10,Transient,455.0175839817596,2,4,Check-Out,2022-11-12,31.24102551183536,121.46238890387508,2022-02-17,3,1,0,13,0.3076923076923077,7,1,six_months,288.53454791817074,1.5769951545310406,False,False,True,False,True,False,False,False,False,1,winter,False,False,False,True,1,5915.228591762875
Resort Hotel,1,291,2022,January,1,6,13,2,14,1,0,0,BB,PRT,Online TA,Direct,0,1,3,B,G,1,No Deposit,10.0,5.0,11,Contract,151.0656271684269,2,2,Canceled,2022-10-19,31.20417529518952,121.40863481175968,2022-01-13,3,1,0,16,0.125,1,0,six_months,279.1492093590357,0.5411644457646646,True,False,False,False,False,False,False,False,True,0,winter,False,False,False,True,1,2417.05003469483
City Hotel,0,231,2022,April,4,21,2,1,4,1,1,1,FB,USA,Online TA,Direct,0,2,4,D,A,0,No Deposit,12.0,5.0,1,Contract,131.33454644809643,0,0,No-Show,2022-01-18,31.235879851995755,121.46999727921576,2022-04-02,5,2,1,5,0.2,3,1,six_months,276.53648823434116,0.4749266445330772,True,False,False,False,False,False,False,False,True,0,spring,False,True,False,False,0,656.6727322404822
City Hotel,0,76,2022,August,8,24,16,4,9,2,0,1,BB,USA,Online TA,Direct,0,2,2,B,C,2,No Deposit,3.0,5.0,0,Transient,431.1876382651691,1,3,Check-Out,2023-02-06,31.11547736241427,121.4408653196054,2022-08-16,1,3,0,13,0.3076923076923077,3,1,one_month,272.03898069668134,1.5850215184636929,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,5605.439297447198
City Hotel,1,290,2023,February,2,51,11,0,6,3,3,1,SC,FRA,Direct,Corporate,0,1,4,G,B,0,No Deposit,8.0,5.0,25,Transient-Party,90.8576575293274,1,2,Canceled,2022-05-16,31.11190610452609,121.43767685239804,2023-02-11,5,1,1,6,0.0,7,1,six_months,292.99685199897476,0.31009772599756574,False,False,False,True,False,True,False,False,False,0,winter,False,False,False,True,1,545.1459451759644
Resort Hotel,0,134,2023,November,11,20,29,1,8,2,3,1,SC,CHN,Corporate,Corporate,0,1,4,H,C,1,No Deposit,17.0,5.0,8,Contract,237.51504868618656,2,4,No-Show,2023-03-15,31.293969142267898,121.54515951331008,2023-11-29,2,4,0,9,0.1111111111111111,6,1,three_months,291.7169324824849,0.8141969911206554,True,False,False,False,True,False,False,False,False,0,autumn,True,False,False,False,0,2137.635438175679
Resort Hotel,1,7,2022,October,10,1,10,4,14,4,0,0,FB,ITA,Direct,Corporate,0,2,0,F,C,4,No Deposit,13.0,5.0,27,Transient,310.1675610839072,1,0,Canceled,2023-11-16,31.216083066545377,121.4439029299184,2022-10-10,0,4,0,18,0.2222222222222222,4,0,last_minute,281.86645522625616,1.1004060800173383,False,False,True,False,False,True,False,False,False,0,autumn,True,False,False,False,0,5583.016099510329
Resort Hotel,0,53,2022,November,11,23,28,4,7,4,2,0,BB,ITA,Corporate,Corporate,0,0,3,E,A,0,Refundable,13.0,5.0,28,Transient,131.0043471119128,2,2,Check-Out,2022-10-13,31.22760332429453,121.50838462765826,2022-11-28,0,4,0,11,0.36363636363636365,6,1,one_month,291.7169324824849,0.4490803670430701,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,1441.0478182310408
Resort Hotel,0,31,2022,August,8,51,11,4,12,3,0,0,FB,ITA,Online TA,Corporate,0,2,1,A,F,4,No Deposit,3.0,5.0,14,Contract,223.9211095047688,1,2,Check-Out,2023-01-06,31.20155511769857,121.5095264560813,2022-08-11,3,3,0,16,0.25,3,0,one_month,274.1590766754122,0.8167561410701636,True,False,False,False,False,False,False,False,True,0,summer,False,False,True,False,1,3582.7377520763007
