hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children
City Hotel,0,54,2023,November,11,14,19,4,0,2,3,0,SC,FRA,Online TA,TA/TO,0,2,2,B,H,2,No Deposit,19.0,5.0,8,Transient,133.3622836959766,2,3,Check-Out,2022-09-22,31.113670464756066,121.53825296382686,2023-11-19,6,4,1,4,1.0,5,1
Resort Hotel,0,217,2023,December,12,1,8,1,5,4,1,0,FB,PRT,Direct,TA/TO,1,2,3,H,E,0,Refundable,4.0,5.0,11,Group,211.82261970939524,1,1,Check-Out,2022-01-15,31.29799917916806,121.55034433724936,2023-12-08,4,4,0,6,0.16666666666666666,5,1
Resort Hotel,1,205,2023,May,5,22,23,2,3,3,3,1,BB,PRT,Online TA,Direct,0,2,2,E,C,3,No Deposit,4.0,7.0,15,Transient,407.9760288155896,2,4,Canceled,2022-08-06,31.276917658297258,121.59295500821985,2023-05-23,1,2,0,5,0.4,7,1
Resort Hotel,0,126,2023,April,4,41,6,4,12,3,3,1,HB,GBR,Offline TA,Direct,0,0,4,H,B,3,Refundable,1.0,5.0,9,Transient,95.3032641240759,1,2,No-Show,2022-02-08,31.296345698040977,121.4127449280274,2023-04-06,3,2,0,16,0.25,7,1
City Hotel,1,250,2023,May,5,9,6,2,13,4,1,1,SC,FRA,Corporate,Direct,0,1,0,E,G,1,No Deposit,19.0,5.0,16,Transient,196.221437038002,0,0,Canceled,2022-10-19,31.274081891053584,121.47361456781502,2023-05-06,5,2,1,15,0.13333333333333333,6,1
Resort Hotel,0,45,2023,June,6,13,4,3,5,2,3,0,HB,PRT,Corporate,TA/TO,1,0,1,D,D,4,Non Refund,6.0,5.0,5,Transient,284.9324197082248,1,2,Check-Out,2023-08-12,31.25256348822785,121.46624393087912,2023-06-04,6,2,1,8,0.375,5,1
City Hotel,0,117,2022,August,8,43,2,2,12,4,1,1,BB,GBR,Corporate,TA/TO,1,2,0,B,F,2,Refundable,11.0,5.0,20,Transient,321.7406068877256,2,1,Check-Out,2022-07-09,31.25662803982461,121.41836874493325,2022-08-02,1,3,0,14,0.14285714285714285,6,1
Resort Hotel,0,127,2023,August,8,22,13,0,5,3,2,1,FB,FRA,Direct,Corporate,0,1,0,F,C,2,No Deposit,12.0,5.0,13,Transient-Party,120.14710104145702,0,1,Check-Out,2022-06-13,31.230711516430084,121.50371047728096,2023-08-13,6,3,1,5,0.0,6,1
City Hotel,0,289,2022,October,10,47,17,2,4,1,2,1,BB,ESP,Corporate,Direct,0,2,4,G,F,1,No Deposit,19.0,5.0,10,Transient,434.4118228681887,0,2,Check-Out,2022-08-26,31.1808614900607,121.48919336746108,2022-10-17,0,4,0,6,0.3333333333333333,4,1
Resort Hotel,1,202,2022,August,8,7,23,2,9,1,1,1,FB,USA,Direct,Corporate,0,1,3,G,D,2,No Deposit,5.0,5.0,27,Transient,347.31944602881146,2,2,Canceled,2023-01-24,31.13633472256121,121.43403513951009,2022-08-23,1,3,0,11,0.18181818181818182,3,1
City Hotel,0,82,2022,March,3,38,14,0,2,4,0,1,FB,DEU,Direct,Corporate,0,1,4,E,D,0,Non Refund,13.0,5.0,13,Transient,178.33936630298425,0,0,Check-Out,2022-12-08,31.224830667880063,121.53656283655124,2022-03-14,0,1,0,2,0.0,5,1
Resort Hotel,0,164,2022,December,12,6,9,3,10,4,2,1,FB,DEU,Online TA,Direct,0,0,0,E,G,0,No Deposit,11.0,5.0,16,Transient,114.62713612727453,1,3,Check-Out,2023-04-10,31.247125542858026,121.4832689753818,2022-12-09,4,4,0,13,0.23076923076923078,7,1
Resort Hotel,0,201,2022,April,4,13,14,2,12,1,3,1,BB,DEU,Online TA,Direct,0,2,1,B,H,0,No Deposit,1.0,5.0,25,Contract,349.30797467775744,1,2,Check-Out,2023-04-09,31.21725488325329,121.56214959525292,2022-04-14,3,2,0,14,0.14285714285714285,5,1
Resort Hotel,0,304,2023,August,8,45,11,0,14,4,3,0,SC,ITA,Direct,TA/TO,1,1,3,D,D,3,No Deposit,11.0,5.0,5,Transient-Party,277.0176836946485,0,1,Check-Out,2022-12-20,31.2492000720296,121.54794485782082,2023-08-11,4,3,0,14,0.0,7,1
City Hotel,1,12,2023,July,7,30,27,3,6,4,2,1,SC,ITA,Corporate,Direct,0,0,3,F,A,2,No Deposit,12.0,5.0,8,Transient,450.88397289853447,2,1,Canceled,2022-07-12,31.179115518533507,121.58291116628467,2023-07-27,3,3,0,9,0.3333333333333333,7,1
Resort Hotel,0,190,2022,February,2,37,17,4,9,4,3,0,FB,GBR,Corporate,Corporate,1,1,1,G,C,1,Refundable,11.0,5.0,10,Transient,455.0175839817596,2,4,Check-Out,2022-11-12,31.24102551183536,121.46238890387508,2022-02-17,3,1,0,13,0.3076923076923077,7,1
Resort Hotel,1,291,2022,January,1,6,13,2,14,1,0,0,BB,PRT,Online TA,Direct,0,1,3,B,G,1,No Deposit,10.0,5.0,11,Contract,151.0656271684269,2,2,Canceled,2022-10-19,31.20417529518952,121.40863481175968,2022-01-13,3,1,0,16,0.125,1,0
City Hotel,0,231,2022,April,4,21,2,1,4,1,1,1,FB,USA,Online TA,Direct,0,2,4,D,A,0,No Deposit,12.0,5.0,1,Contract,131.33454644809643,0,0,No-Show,2022-01-18,31.235879851995755,121.46999727921576,2022-04-02,5,2,1,5,0.2,3,1
City Hotel,0,76,2022,August,8,24,16,4,9,2,0,1,BB,USA,Online TA,Direct,0,2,2,B,C,2,No Deposit,3.0,5.0,0,Transient,431.1876382651691,1,3,Check-Out,2023-02-06,31.11547736241427,121.4408653196054,2022-08-16,1,3,0,13,0.3076923076923077,3,1
City Hotel,1,290,2023,February,2,51,11,0,6,3,3,1,SC,FRA,Direct,Corporate,0,1,4,G,B,0,No Deposit,8.0,5.0,25,Transient-Party,90.8576575293274,1,2,Canceled,2022-05-16,31.11190610452609,121.43767685239804,2023-02-11,5,1,1,6,0.0,7,1
Resort Hotel,0,134,2023,November,11,20,29,1,8,2,3,1,SC,CHN,Corporate,Corporate,0,1,4,H,C,1,No Deposit,17.0,5.0,8,Contract,237.51504868618656,2,4,No-Show,2023-03-15,31.293969142267898,121.54515951331008,2023-11-29,2,4,0,9,0.1111111111111111,6,1
Resort Hotel,1,7,2022,October,10,1,10,4,14,4,0,0,FB,ITA,Direct,Corporate,0,2,0,F,C,4,No Deposit,13.0,5.0,27,Transient,310.1675610839072,1,0,Canceled,2023-11-16,31.216083066545377,121.4439029299184,2022-10-10,0,4,0,18,0.2222222222222222,4,0
Resort Hotel,0,53,2022,November,11,23,28,4,7,4,2,0,BB,ITA,Corporate,Corporate,0,0,3,E,A,0,Refundable,13.0,5.0,28,Transient,131.0043471119128,2,2,Check-Out,2022-10-13,31.22760332429453,121.50838462765826,2022-11-28,0,4,0,11,0.36363636363636365,6,1
Resort Hotel,0,31,2022,August,8,51,11,4,12,3,0,0,FB,ITA,Online TA,Corporate,0,2,1,A,F,4,No Deposit,3.0,5.0,14,Contract,223.9211095047688,1,2,Check-Out,2023-01-06,31.20155511769857,121.5095264560813,2022-08-11,3,3,0,16,0.25,3,0
Resort Hotel,1,223,2022,September,9,7,17,1,5,1,1,0,SC,CHN,Direct,Corporate,1,2,1,E,C,3,No Deposit,16.0,5.0,21,Transient,327.48870776163284,2,2,Canceled,2023-12-18,31.237832719881933,121.420982344352,2022-09-17,5,3,1,6,0.16666666666666666,2,1
City Hotel,1,290,2022,January,1,48,16,4,1,2,2,1,FB,ESP,Groups,Direct,0,1,0,C,E,1,No Deposit,20.0,5.0,5,Transient,171.99762551206328,0,0,Canceled,2023-08-09,31.270255051843183,121.51225700324396,2022-01-16,6,1,1,5,0.8,5,1
City Hotel,0,137,2022,November,11,38,24,2,6,4,2,0,HB,ITA,Groups,Corporate,0,1,2,B,E,2,No Deposit,16.0,5.0,22,Transient,111.40307444487864,1,1,Check-Out,2022-12-27,31.235103571741615,121.4673425163045,2022-11-24,3,4,0,8,0.25,6,1
City Hotel,0,145,2022,October,10,28,30,1,14,2,3,1,SC,ESP,Corporate,Direct,0,2,2,D,D,2,No Deposit,16.0,5.0,5,Transient,403.7617870408892,0,0,Check-Out,2022-01-11,31.134339115403275,121.479660377529,2022-10-30,6,4,1,15,0.06666666666666667,6,1
Resort Hotel,0,196,2022,December,12,51,14,0,14,2,0,1,FB,FRA,Direct,Corporate,0,0,0,F,G,2,No Deposit,6.0,5.0,8,Transient,295.3995120688802,0,1,Check-Out,2023-05-04,31.209653595510044,121.54596150613686,2022-12-14,2,4,0,14,0.0,3,1
City Hotel,0,320,2023,July,7,28,1,2,9,1,0,1,HB,ESP,Corporate,TA/TO,0,0,3,F,C,0,No Deposit,17.0,5.0,13,Transient,337.4173540294735,1,3,Check-Out,2023-09-14,31.23901476276952,121.55543711961168,2023-07-01,5,3,1,11,0.18181818181818182,2,1
City Hotel,0,202,2023,June,6,47,20,3,6,3,3,0,FB,CHN,Direct,TA/TO,0,2,2,F,B,2,No Deposit,9.0,5.0,18,Transient,235.69196378667849,2,2,Check-Out,2023-06-02,31.12247555383092,121.51762064748996,2023-06-20,1,2,0,9,0.3333333333333333,6,1
Resort Hotel,1,192,2022,December,12,18,25,2,7,4,0,0,SC,GBR,Offline TA,Corporate,0,1,0,C,G,0,No Deposit,1.0,5.0,14,Transient,355.80129535224046,0,4,Canceled,2022-11-26,31.158541741988284,121.4535984783845,2022-12-25,6,4,1,9,0.2222222222222222,4,0
Resort Hotel,1,8,2023,June,6,44,20,2,3,3,2,1,BB,USA,Offline TA,Corporate,0,0,2,C,E,3,No Deposit,3.0,8.0,19,Transient-Party,332.6230202936344,1,1,Canceled,2023-10-31,31.12091196780956,121.48456488080824,2023-06-20,1,2,0,5,0.4,6,1
Resort Hotel,0,66,2023,December,12,31,13,4,5,2,3,1,HB,USA,Corporate,TA/TO,0,0,0,D,H,2,No Deposit,11.0,5.0,21,Transient,117.21489482748454,0,0,Check-Out,2023-12-03,31.253651427486588,121.4379839946408,2023-12-13,2,4,0,9,0.4444444444444444,6,1
Resort Hotel,1,235,2022,March,3,22,14,1,12,4,0,1,HB,ITA,Corporate,Direct,0,2,1,D,A,3,No Deposit,1.0,5.0,19,Transient,236.6324661660693,0,0,Canceled,2022-09-03,31.28921491628605,121.5967974276484,2022-03-14,0,1,0,13,0.07692307692307693,5,1
City Hotel,0,211,2023,December,12,28,6,3,11,4,0,0,HB,FRA,Online TA,Direct,1,1,3,A,H,0,Refundable,1.0,5.0,23,Group,163.58054765967586,2,3,Check-Out,2022-04-22,31.265590324349017,121.43100356232324,2023-12-06,2,4,0,14,0.21428571428571427,4,0
City Hotel,0,236,2023,July,7,45,5,1,12,4,0,0,FB,ESP,Corporate,TA/TO,0,2,3,H,C,4,No Deposit,4.0,5.0,11,Transient-Party,455.7268851897545,0,1,Check-Out,2022-11-21,31.27592412376206,121.40167671793502,2023-07-05,2,3,0,13,0.07692307692307693,4,0
Resort Hotel,1,23,2023,March,3,13,15,3,9,3,3,0,BB,PRT,Groups,Direct,0,0,3,B,G,3,No Deposit,8.0,5.0,27,Transient-Party,357.2370395962654,1,4,Canceled,2022-11-08,31.204256949383595,121.43510814603394,2023-03-15,2,1,0,12,0.25,6,1
City Hotel,1,159,2022,February,2,45,26,0,13,4,0,0,FB,PRT,Corporate,TA/TO,0,2,1,G,C,1,No Deposit,8.0,5.0,25,Transient-Party,497.6702475198968,1,2,Canceled,2022-10-04,31.126252765031623,121.44831703137604,2022-02-26,5,1,1,13,0.0,4,0
City Hotel,0,195,2022,July,7,45,13,1,5,1,2,0,BB,ITA,Online TA,Direct,0,2,4,F,E,2,No Deposit,8.0,9.0,23,Transient,65.07814197387931,0,0,Check-Out,2023-06-17,31.27325715695541,121.45735445219614,2022-07-13,2,3,0,6,0.16666666666666666,3,1
City Hotel,0,274,2023,November,11,44,7,1,1,2,3,0,HB,DEU,Direct,Direct,0,0,4,E,B,1,No Deposit,16.0,5.0,0,Transient,396.02769769292985,1,1,Check-Out,2023-06-11,31.29602257484242,121.58458062579464,2023-11-07,1,4,0,2,0.5,5,1
Resort Hotel,0,298,2022,February,2,23,29,1,2,1,0,1,BB,CHN,Online TA,Corporate,0,1,1,D,D,4,No Deposit,9.0,5.0,15,Transient,457.137615947751,0,3,Check-Out,2022-08-10,31.12735489939009,121.4598255460398,2022-02-01,1,1,0,3,0.3333333333333333,2,1
City Hotel,0,193,2022,June,6,49,20,0,4,2,2,1,SC,ITA,Groups,Corporate,0,1,2,A,H,2,No Deposit,1.0,5.0,0,Transient,64.25907386824412,1,4,Check-Out,2022-07-28,31.28713813138732,121.50767895312536,2022-06-20,0,2,0,4,0.0,5,1
Resort Hotel,0,91,2022,April,4,23,6,4,4,3,0,1,HB,USA,Offline TA,Corporate,0,1,2,E,F,4,No Deposit,18.0,3.0,1,Transient-Party,391.6382513614215,1,3,No-Show,2023-02-12,31.171245447224265,121.43680558726264,2022-04-06,2,2,0,8,0.5,4,1
Resort Hotel,1,299,2023,October,10,41,15,0,14,3,3,0,HB,ITA,Groups,Direct,0,1,0,F,A,2,No Deposit,11.0,5.0,25,Transient,474.3817844980346,1,2,Canceled,2022-08-22,31.13411670234225,121.52130066352456,2023-10-15,6,4,1,14,0.0,6,1
City Hotel,0,44,2023,May,5,35,21,3,8,1,0,1,BB,ITA,Online TA,Corporate,0,1,3,A,G,2,No Deposit,1.0,5.0,8,Transient,250.6388414814965,2,1,No-Show,2023-06-09,31.27593511283139,121.47197218016824,2023-05-21,6,2,1,11,0.2727272727272727,2,1
Resort Hotel,0,359,2022,May,5,41,15,3,2,4,2,0,BB,FRA,Groups,TA/TO,0,2,1,H,F,4,No Deposit,11.0,5.0,12,Transient,354.8171226959924,1,0,No-Show,2022-06-19,31.295303763428016,121.44692183250764,2022-05-15,6,2,1,5,0.6,6,1
Resort Hotel,0,179,2022,April,4,50,9,3,12,4,3,1,FB,FRA,Online TA,TA/TO,0,0,0,F,A,1,Refundable,4.0,5.0,5,Transient,454.24449961414217,1,2,Check-Out,2023-09-13,31.17931135973641,121.57380758403822,2022-04-09,5,2,1,15,0.2,8,1
City Hotel,1,292,2023,October,10,18,5,3,6,4,1,1,BB,CHN,Corporate,TA/TO,0,0,1,B,D,2,No Deposit,20.0,5.0,28,Transient-Party,270.8553947741969,2,2,Canceled,2023-01-23,31.12155733323409,121.45632504636806,2023-10-05,3,4,0,9,0.3333333333333333,6,1
City Hotel,0,311,2023,June,6,35,4,1,11,4,0,1,BB,GBR,Corporate,Corporate,1,2,4,G,B,2,Refundable,11.0,5.0,15,Transient,284.3130970034246,2,1,No-Show,2022-11-03,31.197850359450293,121.54806923216498,2023-06-04,6,2,1,12,0.08333333333333333,5,1
City Hotel,0,81,2022,January,1,21,7,0,0,2,3,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,5.0,19,Transient,282.73002011420374,2,4,Check-Out,2023-07-03,31.166176143731924,121.51714902004838,2022-01-07,4,1,0,0,0.0,5,1
Resort Hotel,0,222,2023,August,8,21,8,3,7,3,0,0,BB,ESP,Corporate,TA/TO,0,1,1,B,A,1,No Deposit,16.0,5.0,19,Transient,429.658529468079,1,3,Check-Out,2023-12-04,31.142346134679872,121.44993151021004,2023-08-08,1,3,0,10,0.3,3,0
City Hotel,0,164,2023,January,1,38,27,4,10,2,2,0,FB,ESP,Direct,Direct,1,2,0,D,C,3,No Deposit,3.0,5.0,24,Transient,129.80033437274113,1,4,Check-Out,2022-04-20,31.181508774639592,121.41188850791808,2023-01-27,4,1,0,14,0.2857142857142857,4,1
Resort Hotel,1,363,2023,November,11,51,18,3,5,4,1,1,SC,ITA,Corporate,TA/TO,0,1,1,H,H,0,No Deposit,20.0,5.0,24,Transient-Party,356.63187480876303,1,1,Canceled,2022-09-17,31.142486482157583,121.41910134995484,2023-11-18,5,4,1,8,0.375,6,1
Resort Hotel,1,149,2022,February,2,48,14,0,14,2,0,0,BB,ESP,Groups,TA/TO,0,0,3,B,C,3,No Deposit,8.0,9.0,5,Transient-Party,275.3326311230694,0,0,Canceled,2022-07-17,31.2494478088793,121.48224791284332,2022-02-14,0,1,0,14,0.0,2,0
City Hotel,1,142,2023,January,1,49,10,2,8,4,1,1,HB,GBR,Online TA,TA/TO,0,0,4,C,F,1,No Deposit,6.0,5.0,12,Transient-Party,425.036929185699,1,4,Canceled,2023-12-14,31.24594622789441,121.48753742645673,2023-01-10,1,1,0,10,0.2,6,1
Resort Hotel,0,97,2023,February,2,40,27,1,4,3,3,1,SC,CHN,Offline TA,TA/TO,0,1,1,A,D,0,No Deposit,4.0,5.0,9,Transient,447.4042950968344,0,4,Check-Out,2022-01-26,31.29469787201379,121.49417401984358,2023-02-27,0,1,0,5,0.2,7,1
City Hotel,1,230,2022,December,12,1,19,1,10,3,1,0,BB,DEU,Corporate,Direct,0,0,3,D,C,0,No Deposit,20.0,5.0,17,Group,319.6428830917303,1,2,Canceled,2023-09-13,31.25390593617337,121.45416780855584,2022-12-19,0,4,0,11,0.09090909090909091,4,1
City Hotel,0,172,2023,March,3,40,5,1,4,4,3,1,SC,FRA,Direct,Corporate,1,1,0,G,D,3,No Deposit,10.0,5.0,26,Transient,183.0514689875452,1,1,No-Show,2023-04-19,31.254546149547437,121.54950243571712,2023-03-05,6,1,1,5,0.2,8,1
City Hotel,0,39,2022,July,7,15,8,0,2,3,3,1,HB,GBR,Online TA,Corporate,1,1,4,G,A,4,Refundable,5.0,5.0,9,Transient,295.40758793127293,1,1,Check-Out,2022-10-09,31.1925025124852,121.54345835661084,2022-07-08,4,3,0,2,0.0,7,1
Resort Hotel,1,196,2023,May,5,6,8,2,14,4,2,1,HB,USA,Direct,Corporate,0,0,4,C,H,2,No Deposit,11.0,5.0,29,Transient,389.1471671372392,2,4,Canceled,2023-08-02,31.22854104236745,121.51369798503583,2023-05-08,0,2,0,16,0.125,7,1
City Hotel,1,245,2022,July,7,25,2,3,9,3,0,1,BB,PRT,Direct,TA/TO,1,1,3,E,H,0,No Deposit,2.0,5.0,11,Contract,61.92552458542593,0,4,Canceled,2022-01-08,31.127594498945115,121.4212101757751,2022-07-02,5,3,1,12,0.25,4,1
City Hotel,0,76,2022,May,5,37,21,4,12,1,0,0,FB,PRT,Groups,Corporate,0,1,3,G,G,0,No Deposit,2.0,5.0,11,Transient,367.0762350713063,0,4,Check-Out,2023-10-18,31.171726606971347,121.47955412473507,2022-05-21,5,2,1,16,0.25,1,0
City Hotel,1,77,2023,March,3,46,17,4,10,4,1,1,BB,PRT,Online TA,Corporate,0,0,2,F,C,0,No Deposit,11.0,5.0,13,Transient,228.2904486799956,1,1,Canceled,2022-04-30,31.29735443384553,121.4435148025302,2023-03-17,4,1,0,14,0.2857142857142857,6,1
City Hotel,0,184,2023,May,5,31,3,2,6,4,3,0,HB,DEU,Groups,Corporate,0,2,3,H,D,1,No Deposit,8.0,5.0,11,Contract,431.70430960959686,1,0,Check-Out,2022-08-02,31.11704279390147,121.44855793326764,2023-05-03,2,2,0,8,0.25,7,1
Resort Hotel,1,337,2023,November,11,28,10,1,10,1,2,0,FB,FRA,Offline TA,Corporate,1,1,1,D,H,2,No Deposit,11.0,5.0,18,Transient,351.0222016514774,2,3,Canceled,2022-04-03,31.162909670960733,121.51506291732495,2023-11-10,4,4,0,11,0.09090909090909091,3,1
Resort Hotel,0,18,2023,April,4,25,21,4,14,3,1,1,FB,DEU,Online TA,TA/TO,0,2,4,A,G,3,No Deposit,12.0,5.0,21,Transient,395.1532167429221,2,3,Check-Out,2022-11-03,31.16136919840318,121.48862906356337,2023-04-21,4,2,0,18,0.2222222222222222,5,1
City Hotel,0,93,2023,June,6,47,15,3,3,2,3,0,HB,FRA,Offline TA,Corporate,0,1,2,F,G,4,No Deposit,6.0,5.0,21,Transient-Party,247.9530606030489,0,4,Check-Out,2023-11-17,31.257040022407907,121.4304218386025,2023-06-15,3,2,0,6,0.5,5,1
Resort Hotel,1,122,2023,May,5,52,12,0,10,1,3,1,BB,USA,Corporate,TA/TO,0,1,3,F,H,0,No Deposit,20.0,5.0,23,Transient,155.55142545725576,2,0,Canceled,2022-04-27,31.285225585932373,121.50985229512348,2023-05-12,4,2,0,10,0.0,5,1
Resort Hotel,0,68,2023,January,1,37,22,1,2,1,3,1,HB,USA,Groups,Corporate,0,2,1,B,A,1,Refundable,11.0,5.0,19,Transient,413.6282834916663,0,2,No-Show,2022-07-03,31.224052708657283,121.56028656167902,2023-01-22,6,1,1,3,0.3333333333333333,5,1
Resort Hotel,1,10,2022,June,6,3,19,2,11,3,3,0,FB,PRT,Direct,Corporate,0,1,1,A,A,1,No Deposit,20.0,5.0,0,Transient,347.8837535958539,0,1,Canceled,2022-12-07,31.214116744977087,121.47811739521056,2022-06-19,6,2,1,13,0.15384615384615385,6,1
Resort Hotel,0,43,2022,June,6,33,20,1,7,3,2,0,BB,DEU,Online TA,TA/TO,0,1,0,H,E,4,No Deposit,20.0,5.0,22,Transient,198.4844104174526,2,0,Check-Out,2022-01-17,31.147842449219823,121.5381838163894,2022-06-20,0,2,0,8,0.125,5,1
Resort Hotel,0,228,2023,January,1,17,25,2,3,2,3,1,HB,ITA,Offline TA,Direct,0,1,0,A,C,1,No Deposit,8.0,5.0,3,Transient-Party,428.1709051229324,2,2,Check-Out,2023-09-29,31.246417060079924,121.57240380348486,2023-01-25,2,1,0,5,0.4,6,1
City Hotel,0,339,2023,February,2,34,23,1,2,3,3,0,BB,GBR,Groups,TA/TO,1,0,1,G,H,2,No Deposit,10.0,6.0,26,Transient,67.00103554041847,0,2,Check-Out,2022-09-15,31.28546239314029,121.48105876116898,2023-02-23,3,1,0,3,0.3333333333333333,6,1
City Hotel,0,308,2022,February,2,24,8,2,1,4,2,1,FB,CHN,Corporate,Direct,0,1,1,B,E,4,No Deposit,12.0,5.0,18,Transient,432.7771022006486,2,0,No-Show,2023-09-29,31.233292735167645,121.54024260618272,2022-02-08,1,1,0,3,0.6666666666666666,7,1
City Hotel,0,56,2022,February,2,26,14,2,0,4,2,1,FB,ESP,Online TA,TA/TO,0,2,3,D,F,1,Non Refund,13.0,5.0,15,Transient,255.2559951684173,2,3,Check-Out,2023-07-14,31.20469159740897,121.57576872379067,2022-02-14,0,1,0,2,1.0,7,1
City Hotel,0,91,2023,September,9,22,19,3,1,1,3,0,SC,GBR,Direct,Corporate,1,1,1,E,E,0,No Deposit,9.0,5.0,3,Transient,403.0529003267138,1,3,No-Show,2022-08-17,31.173889618212925,121.54935871422008,2023-09-19,1,3,0,4,0.75,4,1
Resort Hotel,1,235,2022,March,3,32,24,2,12,3,1,0,FB,CHN,Groups,TA/TO,0,2,4,A,A,3,No Deposit,15.0,5.0,13,Contract,484.588446302732,0,2,Canceled,2023-06-09,31.285678043510337,121.44977013386088,2022-03-24,3,1,0,14,0.14285714285714285,4,1
City Hotel,1,75,2023,June,6,46,9,3,6,1,1,1,HB,FRA,Corporate,Corporate,0,0,3,F,B,0,No Deposit,9.0,5.0,14,Transient,214.6012021707496,2,4,Canceled,2023-04-09,31.119308775056,121.55834641082504,2023-06-09,4,2,0,9,0.3333333333333333,3,1
Resort Hotel,0,61,2023,July,7,35,4,1,14,4,0,0,FB,PRT,Groups,Direct,0,0,2,F,G,3,No Deposit,4.0,5.0,21,Transient,292.3431420229563,1,1,Check-Out,2023-08-06,31.189802041043816,121.47218848532908,2023-07-04,1,3,0,15,0.06666666666666667,4,0
Resort Hotel,1,42,2022,July,7,23,22,3,7,2,1,1,HB,ESP,Corporate,Direct,0,2,2,F,E,2,No Deposit,17.0,5.0,29,Transient,434.0813727724602,1,2,Canceled,2023-01-27,31.11866580071541,121.47326341322956,2022-07-22,4,3,0,10,0.3,4,1
Resort Hotel,0,300,2022,March,3,13,24,1,0,2,2,1,FB,PRT,Online TA,TA/TO,0,0,3,H,B,4,Non Refund,11.0,5.0,22,Transient,434.7893039948741,0,0,Check-Out,2023-12-05,31.20706363740346,121.55361586061764,2022-03-24,3,1,0,1,1.0,5,1
City Hotel,1,151,2022,September,9,29,9,0,5,2,1,1,SC,FRA,Corporate,Corporate,0,2,1,G,A,1,No Deposit,14.0,5.0,13,Transient,480.8543297805076,0,3,Canceled,2023-02-25,31.183311395354085,121.4275847035592,2022-09-09,4,3,0,5,0.0,4,1
Resort Hotel,0,326,2022,August,8,12,23,4,14,3,1,1,BB,CHN,Groups,Corporate,0,0,0,C,G,2,No Deposit,17.0,5.0,7,Group,217.92078885558504,0,4,Check-Out,2023-07-12,31.10233707675113,121.53562197737249,2022-08-23,1,3,0,18,0.2222222222222222,5,1
Resort Hotel,0,57,2022,January,1,52,15,0,3,3,1,0,FB,ITA,Corporate,Corporate,0,1,2,H,F,3,No Deposit,16.0,5.0,11,Transient,271.2408987264687,1,3,Check-Out,2022-01-23,31.280303655603664,121.5034731383226,2022-01-15,5,1,1,3,0.0,4,1
Resort Hotel,1,47,2022,June,6,4,19,3,2,2,1,1,FB,PRT,Groups,Corporate,0,0,2,E,F,2,No Deposit,19.0,5.0,6,Transient,192.4044913262928,2,2,Canceled,2023-01-16,31.26510296150129,121.4255374751085,2022-06-19,6,2,1,5,0.6,4,1
Resort Hotel,0,233,2023,December,12,18,18,4,14,2,0,1,SC,ESP,Direct,Direct,0,2,3,A,E,0,No Deposit,6.0,1.0,14,Transient,494.968474796433,2,4,Check-Out,2023-08-16,31.29400287644591,121.48077581515032,2023-12-18,0,4,0,18,0.2222222222222222,3,1
Resort Hotel,0,314,2022,September,9,51,15,0,4,3,0,0,FB,ESP,Direct,Corporate,0,1,2,C,A,1,Refundable,3.0,5.0,25,Transient,380.00735068479975,2,3,Check-Out,2022-11-21,31.184877719985334,121.46172810074958,2022-09-15,3,3,0,4,0.0,3,0
City Hotel,0,3,2023,November,11,28,30,1,7,2,3,1,HB,GBR,Direct,Direct,0,1,4,D,D,0,No Deposit,19.0,5.0,24,Transient-Party,275.0009689194228,2,1,Check-Out,2022-08-06,31.246557998819483,121.53549805508312,2023-11-30,3,4,0,8,0.125,6,1
City Hotel,0,313,2022,February,2,41,29,4,12,2,3,1,HB,FRA,Groups,Direct,0,2,1,F,H,2,No Deposit,1.0,5.0,29,Transient,281.4943004889541,1,1,Check-Out,2022-04-18,31.13945482821997,121.4451478394744,2022-02-01,1,1,0,16,0.25,6,1
City Hotel,1,221,2023,October,10,26,17,4,4,2,3,0,BB,USA,Online TA,TA/TO,0,1,4,G,H,3,Refundable,16.0,9.0,23,Transient,195.12832525372147,0,3,Canceled,2023-05-31,31.208182130302085,121.40712153743586,2023-10-17,1,4,0,8,0.5,5,1
City Hotel,0,210,2023,January,1,42,15,3,1,4,2,0,SC,USA,Corporate,Corporate,0,1,1,F,H,0,No Deposit,1.0,5.0,8,Transient,387.6181594195271,0,0,Check-Out,2022-11-09,31.20152325004601,121.468213888372,2023-01-15,6,1,1,4,0.75,6,1
City Hotel,0,154,2022,March,3,16,23,0,9,4,0,1,SC,DEU,Offline TA,TA/TO,1,0,2,F,F,1,No Deposit,14.0,7.0,24,Transient-Party,209.2431007286937,1,4,Check-Out,2022-04-25,31.196851160389247,121.52003167567918,2022-03-23,2,1,0,9,0.0,5,1
